what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1698815004372
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1698815004372
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1698815004372
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1698815004372
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1698815004372
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1698815004372
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1698815004372
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1698815004372
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1698815004372
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1698815004372
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1698815004372
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1698815004372
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201108301805,"org.eclipse.linuxtools.cdt.autotools.core",1698815004388
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1698815004388
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1698815004388
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1698815004388
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1698815004388
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1698815004388
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1698815004388
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1698815004388
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1698815004388
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1698815004388
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1698815004388
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1698815004388
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1698815004388
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1698815004388
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1698815004388
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1698815004388
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1698815004398
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1698815004398
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1698815004398
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1698815004398
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1698815004398
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1698815004398
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1698815004398
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1698815004398
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1698815004398
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1698815004398
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1698815004398
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1698815004398
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1698815004398
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1698815004398
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1698815004398
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1698815004398
os,sysinfo,,,"win32",1698815004398
arch,sysinfo,,,"x86",1698815004398
ws,sysinfo,,,"win32",1698815004398
locale,sysinfo,,,"ko_KR",1698815004398
processors,sysinfo,,,"8",1698815004398
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1698815004398
java.runtime.version,sysinfo,,,"1.7.0_07-b10",1698815004398
java.specification.name,sysinfo,,,"Java Platform API Specification",1698815004398
java.specification.vendor,sysinfo,,,"Oracle Corporation",1698815004398
java.specification.version,sysinfo,,,"1.7",1698815004398
java.vendor,sysinfo,,,"Oracle Corporation",1698815004398
java.version,sysinfo,,,"1.7.0_07",1698815004398
java.vm.info,sysinfo,,,"mixed mode",1698815004398
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1698815004398
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1698815004398
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1698815004398
java.vm.specification.version,sysinfo,,,"1.7",1698815004398
java.vm.vendor,sysinfo,,,"Oracle Corporation",1698815004398
java.vm.version,sysinfo,,,"23.3-b01",1698815004398
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201109151620,"org.eclipse.cdt.codan.ui",1698815004446
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1698815005347
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1698815006704
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698815010467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698815013325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698815014367
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698815036808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698815037970
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698815042491
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698815058556
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698815058592
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1698815066160
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1698815066207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698815100797
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698818363981
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698818366104
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1698818366104
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698818368012
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698818368012
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1698818368095
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698818368903
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698818368919
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698818374091
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698818374109
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1698818602693
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698818602874
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698818602906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698818685026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698818686673
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698818690665
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698818698453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698818698740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698818700261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698819144695
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698819165634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698819168339
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698819209044
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1698819238054
opened,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1698819238462
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1698819238478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698819292780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698819344794
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1698819351855
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698819352055
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698819352078
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1698819355362
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698819355362
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1698819370686
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1698819370834
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698819374669
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698819394830
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698819394851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698819394877
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698819403215
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698819406849
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698819413593
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildAll",1698819414007
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1698819414299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698819414316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698819418159
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1698819421622
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1698819423963
